n;port443;familia;especie_subespecie_var;categoria
472;*;Asteraceae;Mikania cipoensis;EN
473;*;Asteraceae;Mikania clematidifolia;VU
474;*;Asteraceae;Mikania dusenii;CR
475;*;Asteraceae;Mikania firmula;VU
476;*;Asteraceae;Mikania glabra;EN
477;*;Asteraceae;Mikania glauca;EN
478;*;Asteraceae;Mikania hartbergii;EN
479;*;Asteraceae;Mikania hastato-cordata;VU
479;*;Asteraceae;Mikania hastato-cordata;VU
479;*;Asteraceae;Mikania hastato-cordata;VU
479;*;Asteraceae;Mikania hastato-cordata;VU
480;;Asteraceae;Mikania hastifolia;EN
481;*;Asteraceae;Mikaniaitambana;EN
482;*;Asteraceae;Mikania neurocaula;EN
483;*;Asteraceae;Mikania oreophila;EN
483;*;Asteraceae;Mikania oreophila;EN
483;*;Asteraceae;Mikania oreophila;EN
483;*;Asteraceae;Mikania oreophila;EN
484;*;Asteraceae;Mikania pinnatiloba;EN
484;*;Asteraceae;Mikania pinnatiloba;EN
484;*;Asteraceae;Mikania pinnatiloba;EN
485;*;Asteraceae;Mikaniapremnifolia;EN
486;;Asteraceae;Mikania pteropoda;EN
486;;Asteraceae;Mikania pteropoda;EN
487;*;Asteraceae;Mikania variifolia;EN
488;;Asteraceae;Mikania vauthieriana;EN
489;*;Asteraceae;Mikania viminea;EN
490;*;Asteraceae;Mikania warmingii;EN
491;*;Asteraceae;Minasiaalpestris;EN
492;*;Asteraceae;Minasia pereirae;EN
493;*;Asteraceae;Minasia scapigera;EN
494;*;Asteraceae;Monogereion carajensis;CR
495;*;Asteraceae;Spirogyra gracilis;EN
496;*;Asteraceae;Moquiniastrum cordatum;EN
497;*;Asteraceae;Moquiniastrum hatschbachii;VU
498;*;Asteraceae;Moquiniastrum mollissimum;CR
499;*;Asteraceae;Moquiniastrum ramboi;VU
500;*;Asteraceae;Moquiniastrum sordidum;VU
500;*;Asteraceae;Moquiniastrum sordidum;VU
500;*;Asteraceae;Moquiniastrum sordidum;VU
500;*;Asteraceae;Moquiniastrum sordidum;VU
501;*;Asteraceae;Neocabreria malachophylla;VU
502;*;Asteraceae;Noticastrumhatschbachii;EN
503;*;Asteraceae;Noticastrum malmei;EN
504;*;Asteraceae;Noticastrum psammophilum;EN
505;;Asteraceae;Ophryosporus organensis;CR
506;*;Asteraceae;Pamphaleaaraucariophila;EN
507;*;Asteraceae;Pamphalea cardaminifolia;EN
508;*;Asteraceae;Pamphalea maxima;CR
509;*;Asteraceae;Pamphalea ramboi;CR
510;*;Asteraceae;Pamphalea smithii;EN
511;*;Asteraceae;Paralychnophoraatkinsiae;CR
512;*;Asteraceae;Paralychnophora bicolor;VU
513;*;Asteraceae;Paralychnophoraharleyi;VU
514;*;Asteraceae;Paralychnophora patriciana;EN
515;*;Asteraceae;Perezia eryngioides;EN
516;*;Asteraceae;Perezia multiflora;EN
517;*;Asteraceae;Picrosia cabreriana;CR
518;;Asteraceae;Piptocarpha longipedunculata;EN
519;*;Asteraceae;Piptocarpha robusta;EN
613;*;Begoniaceae;Begonia organensis;EN
613;*;Begoniaceae;Begonia organensis;EN
614;*;Begoniaceae;Begonia paranaensis;EN
614;*;Begoniaceae;Begonia paranaensis;EN
614;*;Begoniaceae;Begonia paranaensis;EN
615;*;Begoniaceae;Begonia paulensis;EN
615;*;Begoniaceae;Begonia paulensis;EN
615;*;Begoniaceae;Begonia paulensis;EN
616;*;Begoniaceae;Begonia perdusenii;EN
616;*;Begoniaceae;Begonia perdusenii;EN
616;*;Begoniaceae;Begonia perdusenii;EN
616;*;Begoniaceae;Begonia perdusenii;EN
617;*;Begoniaceae;Begonia piresiana;CR
618;*;Begoniaceae;Begonia pluvialis;EN
619;*;Begoniaceae;Begonia polygonifolia;EN
619;*;Begoniaceae;Begonia polygonifolia;EN
620;;Begoniaceae;Begonia ramentacea;VU
621;;Begoniaceae;Begonia rubropilosa;CR
622;*;Begoniaceae;Begonia ruschii;CR
623;*;Begoniaceae;Begonia salesopolensis;CR
624;;Begoniaceae;Begonia sanguinea;VU
625;*;Begoniaceae;Begonia santoslimae;EN
625;*;Begoniaceae;Begonia santoslimae;EN
626;*;Begoniaceae;Begonia scharffii;CR
627;;Begoniaceae;Begonia semidigitata;EN
628;*;Begoniaceae;Begonia stenolepis;EN
628;*;Begoniaceae;Begonia stenolepis;EN
629;*;Begoniaceae;Begonia sylvatica;EN
630;;Begoniaceae;Begonia sylvestris;EN
631;*;Begoniaceae;Begonia toledoana;EN
632;;Begoniaceae;Begonia tomentosa;VU
633;*;Begoniaceae;Begonia undulata;EN
634;*;Begoniaceae;Begonia venosa;CR
635;*;Begoniaceae;Begonia vicina;EN
636;*;Berberidaceae;Berberis campos-portoi;CR
637;*;Bignoniaceae;Adenocalymmadichilum;EN
638;*;Bignoniaceae;Adenocalymma ubatubense;CR
639;*;Bignoniaceae;Anemopaegmaarvense;EN
640;*;Bignoniaceae;Anemopaegma mirabile;CR
641;;Bignoniaceae;Bignonia costata;VU
642;*;Bignoniaceae;Fridericia crassa;VU
643;;Bignoniaceae;Fridericia elegans;EN
644;*;Bignoniaceae;Handroanthus arianeae;EN
645;;Bignoniaceae;Handroanthus botelhensis;EN
646;;Bignoniaceae;Handroanthus cristatus;EN
647;;Bignoniaceae;Handroanthus grandiflorus;CR
648;*;Bignoniaceae;Handroanthus riodocensis;EN
649;*;Bignoniaceae;Handroanthus spongiosus;EN
650;*;Bignoniaceae;Jacaranda crassifolia;EN
651;*;Bignoniaceae;Jacaranda egleri;CR
652;*;Bignoniaceae;Jacarandagrandifoliolata;EN
653;*;Bignoniaceae;Jacaranda microcalyx;EN
654;*;Bignoniaceae;Jacaranda rugosa;EN
655;*;Bignoniaceae;Paratecoma peroba;EN
656;*;Bignoniaceae;Pleonotoma bracteata;VU
657;*;Bignoniaceae;Sparattosperma catingae;EN
658;*;Bignoniaceae;Tabebuiacassinoides;VU
659;;Bignoniaceae;Tabebuianodosa;EN
660;*;Blechnaceae;Austroblechnumandinum;CR
661;*;Blechnaceae;Austroblechnum squamipes;EN
662;*;Blechnaceae;Blechnum heringeri;VU
662;*;Blechnaceae;Blechnum heringeri;VU
662;*;Blechnaceae;Blechnum heringeri;VU
662;*;Blechnaceae;Blechnum heringeri;VU
662;*;Blechnaceae;Blechnum heringeri;VU
663;*;Blechnaceae;Cranfillia caudata;VU
664;;Boraginaceae;Cordia blanchetii;EN
664;;Boraginaceae;Cordia blanchetii;EN
665;;Boraginaceae;Cordia candida;EN
666;;Boraginaceae;Cordia fusca;EN
667;;Boraginaceae;Cordiagardneri;EN
668;;Boraginaceae;Cordiahatschbachii;VU
669;;Boraginaceae;Cordia latiloba;EN
670;;Boraginaceae;Cordia ochnacea;EN
670;;Boraginaceae;Cordia ochnacea;EN
671;;Boraginaceae;Cordia restingae;EN
672;;Boraginaceae;Cordia ulei;EN
673;*;Bromeliaceae;Aechmea alopecurus;EN
673;*;Bromeliaceae;Aechmea alopecurus;EN
674;*;Bromeliaceae;Aechmea amicorum;EN
674;*;Bromeliaceae;Aechmea amicorum;EN
675;*;Bromeliaceae;Aechmea apocalyptica;VU
676;*;Bromeliaceae;Aechmea azurea;VU
677;*;Bromeliaceae;Aechmea bambusoides;VU
677;*;Bromeliaceae;Aechmea bambusoides;VU
678;;Bromeliaceae;Aechmea caesia;EN
679;*;Bromeliaceae;Aechmea cariocae;EN
680;*;Bromeliaceae;Aechmea castanea;EN
681;*;Bromeliaceae;Aechmea echinata;EN
682;;Bromeliaceae;Aechmea fasciata;VU
683;*;Bromeliaceae;Aechmea fosteriana;EN
684;*;Bromeliaceae;Aechmea kertesziae;EN
685;*;Bromeliaceae;Aechmea kleinii;EN
686;*;Bromeliaceae;Aechmea macrochlamys;EN
687;*;Bromeliaceae;Aechmea marginalis;CR
688;*;Bromeliaceae;Aechmea muricata;EN
689;*;Bromeliaceae;Aechmea mutica;EN
690;*;Bromeliaceae;Aechmea orlandiana;CR
691;*;Bromeliaceae;Aechmea sphaerocephala;EN
691;*;Bromeliaceae;Aechmea sphaerocephala;EN
692;*;Bromeliaceae;Aechmea triangularis;EN
693;*;Bromeliaceae;Aechmea vanhoutteana;VU
694;*;Bromeliaceae;Aechmea werdermannii;EN
695;*;Bromeliaceae;Aechmea winkleri;CR
696;*;Bromeliaceae;Alcantarea benzingii;CR
697;*;Bromeliaceae;Alcantareaduarteana;EN
698;*;Bromeliaceae;Alcantarea farneyi;CR
699;*;Bromeliaceae;Alcantarea geniculata;EN
700;*;Bromeliaceae;Alcantarea glaziouana;EN
701;;Bromeliaceae;Alcantarea heloisae;EN
702;*;Bromeliaceae;Alcantarea imperialis;VU
703;;Bromeliaceae;Alcantarea martinellii;VU
704;*;Bromeliaceae;Alcantarea nahoumii;VU
705;*;Bromeliaceae;Alcantarea nevaresii;VU
706;;Bromeliaceae;Alcantarea tortuosa;VU
707;*;Bromeliaceae;Alcantarea vinicolor;EN
708;*;Bromeliaceae;Araeococcus montanus;EN
709;*;Bromeliaceae;Billbergia brasiliensis;EN
710;*;Bromeliaceae;Bromelia braunii;CR
711;*;Bromeliaceae;Canistropsis albiflora;VU
711;*;Bromeliaceae;Canistropsis albiflora;VU
712;*;Bromeliaceae;Canistropsis elata;CR
713;;Bromeliaceae;Canistropsis marceloi;VU
714;;Bromeliaceae;Canistropsis pulcherrima;EN
715;*;Bromeliaceae;Canistrum alagoanum;EN
716;*;Bromeliaceae;Canistrum aurantiacum;EN
716;*;Bromeliaceae;Canistrum aurantiacum;EN
716;*;Bromeliaceae;Canistrum aurantiacum;EN
717;*;Bromeliaceae;Canistrum camacaense;EN
718;*;Bromeliaceae;Canistrum fosterianum;CR
719;*;Bromeliaceae;Canistrum guzmanioides;EN
720;*;Bromeliaceae;Canistrum montanum;EN
721;*;Bromeliaceae;Canistrum pickelii;VU
721;*;Bromeliaceae;Canistrum pickelii;VU
722;*;Bromeliaceae;Canistrum triangulare;EN
723;;Bromeliaceae;Cryptanthus bromelioides;EN
724;*;Bromeliaceae;Cryptanthus capitatus;EN
725;*;Bromeliaceae;Cryptanthuscoriaceus;EN
726;*;Bromeliaceae;Cryptanthusdorothyae;EN
727;*;Bromeliaceae;Cryptanthus maritimus;EN
728;*;Bromeliaceae;Cryptanthusminarum;EN
729;;Bromeliaceae;Cryptanthussinuosus;EN
730;*;Bromeliaceae;Cryptanthus zonatus;VU
730;*;Bromeliaceae;Cryptanthus zonatus;VU
730;*;Bromeliaceae;Cryptanthus zonatus;VU
730;*;Bromeliaceae;Cryptanthus zonatus;VU
730;*;Bromeliaceae;Cryptanthus zonatus;VU
731;*;Bromeliaceae;Deuterocohniameziana;VU
732;*;Bromeliaceae;Dyckia agudensis;CR
733;*;Bromeliaceae;Dyckia delicata;CR
734;*;Bromeliaceae;Dyckia distachya;CR
734;*;Bromeliaceae;Dyckia distachya;CR
735;*;Bromeliaceae;Dyckia fosteriana;EN
736;*;Bromeliaceae;Dyckia hatschbachii;CR
737;*;Bromeliaceae;Dyckia ibiramensis;EN
738;*;Bromeliaceae;Dyckia maritima;EN
739;;Bromeliaceae;Dyckia martinellii;CR
740;*;Bromeliaceae;Dyckia monticola;CR
741;*;Bromeliaceae;Dyckia rariflora;EN
742;*;Bromeliaceae;Dyckia reitzii;EN
743;*;Bromeliaceae;Dyckia remotiflora;EN
744;*;Bromeliaceae;Dyckia ursina;CR
745;*;Bromeliaceae;Eduandreaselloana;EN
746;*;Bromeliaceae;Encholiriumbiflorum;CR
747;*;Bromeliaceae;Encholiriumdisjunctum;CR
748;*;Bromeliaceae;Encholirium gracile;EN
748;*;Bromeliaceae;Encholirium gracile;EN
749;*;Bromeliaceae;Encholiriumheloisae;EN
750;*;Bromeliaceae;Encholirium horridum;EN
750;*;Bromeliaceae;Encholirium horridum;EN
750;*;Bromeliaceae;Encholirium horridum;EN
750;*;Bromeliaceae;Encholirium horridum;EN
751;*;Bromeliaceae;Encholirium irwinii;CR
752;;Bromeliaceae;Encholirium kranzianum;CR
753;*;Bromeliaceae;Encholiriumlongiflorum;CR
754;*;Bromeliaceae;Encholirium luxor;EN
754;*;Bromeliaceae;Encholirium luxor;EN
754;*;Bromeliaceae;Encholirium luxor;EN
754;*;Bromeliaceae;Encholirium luxor;EN
755;*;Bromeliaceae;Encholirium pedicellatum;CR
756;*;Bromeliaceae;Encholiriumscrutor;EN
757;;Bromeliaceae;Encholirium splendidum;EN
758;*;Bromeliaceae;Encholiriumvogelii;CR
759;*;Bromeliaceae;Fernseea bocainensis;CR
759;*;Bromeliaceae;Fernseea bocainensis;CR
759;*;Bromeliaceae;Fernseea bocainensis;CR
760;*;Bromeliaceae;Fernseea itatiaiae;EN
760;*;Bromeliaceae;Fernseea itatiaiae;EN
760;*;Bromeliaceae;Fernseea itatiaiae;EN
761;*;Bromeliaceae;Guzmania monostachia;VU
762;*;Bromeliaceae;Guzmaniasanguinea;EN
763;*;Bromeliaceae;Hohenbergia castellanosii;EN
764;*;Bromeliaceae;Hohenbergia correia-araujoi;CR
765;*;Bromeliaceae;Hohenbergialittoralis;EN
766;*;Bromeliaceae;Hoplocryptanthus caracensis;CR
767;*;Bromeliaceae;Hoplocryptanthus glaziovii;CR
768;*;Bromeliaceae;Karawata depressa;EN
768;*;Bromeliaceae;Karawata depressa;EN
769;*;Bromeliaceae;Karawata gustavoi;CR
769;*;Bromeliaceae;Karawata gustavoi;CR
770;*;Bromeliaceae;Lapanthus duartei;EN
771;*;Bromeliaceae;Lymaniaalvimii;EN
772;*;Bromeliaceae;Lymaniaazurea;EN
773;*;Bromeliaceae;Lymaniabrachycaulis;EN
774;*;Bromeliaceae;Lymania corallina;EN
775;*;Bromeliaceae;Lymaniaglobosa;EN
776;*;Bromeliaceae;Lymaniaspiculata;CR
777;;Bromeliaceae;Neoregeliaabendrothae;EN
778;*;Bromeliaceae;Neoregelia angustibracteolata;CR
779;;Bromeliaceae;Neoregeliabragarum;EN
780;*;Bromeliaceae;Neoregelia brownii;CR
781;;Bromeliaceae;Neoregelia coimbrae;EN
782;;Bromeliaceae;Neoregelia coriacea;EN
783;;Bromeliaceae;Neoregelia eltoniana;EN
784;;Bromeliaceae;Neoregeliafosteriana;CR
785;*;Bromeliaceae;Neoregeliahoehneana;EN
786;;Bromeliaceae;Neoregeliaindecora;EN
787;*;Bromeliaceae;Neoregeliainexspectata;EN
788;;Bromeliaceae;Neoregelia lactea;CR
789;*;Bromeliaceae;Neoregelia leprosa;VU
790;;Bromeliaceae;Neoregelialeucophoea;EN
791;;Bromeliaceae;Neoregelia longipedicellata;CR
792;;Bromeliaceae;Neoregelia macahensis;EN
793;*;Bromeliaceae;Neoregelia menescalii;EN
794;*;Bromeliaceae;Neoregeliaoligantha;VU
795;*;Bromeliaceae;Neoregeliapaulistana;EN
796;*;Bromeliaceae;Neoregeliapernambucana;EN
797;;Bromeliaceae;Neoregeliapetropolitana;EN
798;;Bromeliaceae;Neoregelia roethii;CR
799;*;Bromeliaceae;Neoregelia ruschii;EN
800;*;Bromeliaceae;Neoregeliasanguinea;EN
801;;Bromeliaceae;Neoregeliasapiatibensis;EN
802;;Bromeliaceae;Neoregelia tenebrosa;EN
803;;Bromeliaceae;Nidularium altimontanum;CR
804;;Bromeliaceae;Nidularium angustifolium;EN
805;;Bromeliaceae;Nidularium apiculatum;VU
806;*;Bromeliaceae;Nidularium atalaiaense;EN
807;*;Bromeliaceae;Nidularium azureum;EN
808;*;Bromeliaceae;Nidularium bocainense;EN
808;*;Bromeliaceae;Nidularium bocainense;EN
809;*;Bromeliaceae;Nidularium corallinum;EN
810;*;Bromeliaceae;Nidularium ferrugineum;CR
811;;Bromeliaceae;Nidularium fradense;EN
812;;Bromeliaceae;Nidularium fulgens;VU
813;*;Bromeliaceae;Nidularium itatiaiae;EN
814;*;Bromeliaceae;Nidularium jonesianum;EN
814;*;Bromeliaceae;Nidularium jonesianum;EN
814;*;Bromeliaceae;Nidularium jonesianum;EN
815;*;Bromeliaceae;Nidularium kautskyanum;EN
816;*;Bromeliaceae;Nidularium mangaratibense;CR
817;*;Bromeliaceae;Nidularium minutum;VU
818;*;Bromeliaceae;Nidularium rosulatum;VU
819;*;Bromeliaceae;Nidularium serratum;VU
819;*;Bromeliaceae;Nidularium serratum;VU
820;*;Bromeliaceae;Nidularium utriculosum;CR
821;;Bromeliaceae;Nidularium viridipetalum;EN
822;*;Bromeliaceae;Orthophytum duartei;EN
822;*;Bromeliaceae;Orthophytum duartei;EN
823;*;Bromeliaceae;Orthophytum foliosum;VU
823;*;Bromeliaceae;Orthophytum foliosum;VU
824;*;Bromeliaceae;Orthophytum fosterianum;EN
825;*;Bromeliaceae;Orthophytum grossiorum;EN
826;*;Bromeliaceae;Orthophytum magalhaesii;EN
827;*;Bromeliaceae;Orthophytum zanonii;CR
828;*;Bromeliaceae;Pitcairnia albiflos;VU
829;*;Bromeliaceae;Pitcairnia bradei;CR
830;*;Bromeliaceae;Pitcairnia burlemarxii;CR
830;*;Bromeliaceae;Pitcairnia burlemarxii;CR
831;;Bromeliaceae;Pitcairnia corcovadensis;VU
832;*;Bromeliaceae;Pitcairnia decidua;EN
833;*;Bromeliaceae;Pitcairnia encholirioides;EN
834;*;Bromeliaceae;Pitcairnia glaziovii;EN
834;*;Bromeliaceae;Pitcairnia glaziovii;EN
835;;Bromeliaceae;Pitcairnia insularis;CR
836;*;Bromeliaceae;Pitcairnia limae;CR
837;;Bromeliaceae;Pitcairnia staminea;EN
838;;Bromeliaceae;Pitcairniasuaveolens;EN
839;;Bromeliaceae;Pitcairnia wendtiae;CR
840;*;Bromeliaceae;Portea alatisepala;VU
841;*;Bromeliaceae;Portea fosteriana;EN
841;*;Bromeliaceae;Portea fosteriana;EN
842;*;Bromeliaceae;Portea grandiflora;VU
843;*;Bromeliaceae;Portea kermesina;EN
844;*;Bromeliaceae;Portea nana;EN
845;*;Bromeliaceae;Quesneliakautskyi;VU
846;;Bromeliaceae;Quesnelia lateralis;VU
847;*;Bromeliaceae;Quesnelia seideliana;EN
848;*;Bromeliaceae;Rokautskyia caulescens;EN
849;*;Bromeliaceae;Rokautskyia exaltata;EN
850;*;Bromeliaceae;Rokautskyia fernseeoides;CR
851;*;Bromeliaceae;Rokautskyiaodoratissima;EN
852;*;Bromeliaceae;Rokautskyia pseudoscaposa;EN
853;*;Bromeliaceae;Rokautskyia robertokautskyi;CR
854;*;Bromeliaceae;Rokautskyiascaposa;EN
855;*;Bromeliaceae;Rokautskyia whitmanii;CR
856;*;Bromeliaceae;Sincoraea amoena;EN
857;*;Bromeliaceae;Sincoraea humilis;CR
858;*;Bromeliaceae;Stigmatodon amadoi;CR
859;*;Bromeliaceae;Stigmatodon brassicoides;EN
860;*;Bromeliaceae;Stigmatodon costae;CR
861;*;Bromeliaceae;Stigmatodon funebris;EN
862;;Bromeliaceae;Stigmatodon goniorachis;EN
863;*;Bromeliaceae;Stigmatodon harrylutheri;CR
864;*;Bromeliaceae;Tillandsiaafonsoana;CR
865;*;Bromeliaceae;Tillandsiaaraujei;EN
866;*;Bromeliaceae;Tillandsia brachyphylla;EN
867;;Bromeliaceae;Tillandsia carminea;EN
868;*;Bromeliaceae;Tillandsia crocata;EN
868;*;Bromeliaceae;Tillandsia crocata;EN
868;*;Bromeliaceae;Tillandsia crocata;EN
868;*;Bromeliaceae;Tillandsia crocata;EN
869;*;Bromeliaceae;Tillandsia grazielae;EN
870;*;Bromeliaceae;Tillandsia heubergeri;VU
871;*;Bromeliaceae;Tillandsia jonesii;CR
872;*;Bromeliaceae;Tillandsia kautskyi;VU
873;*;Bromeliaceae;Tillandsia neglecta;CR
874;*;Bromeliaceae;Tillandsia reclinata;CR
875;;Bromeliaceae;Tillandsia roseiflora;EN
875;;Bromeliaceae;Tillandsia roseiflora;EN
876;*;Bromeliaceae;Tillandsia sucrei;CR
877;*;Bromeliaceae;Tillandsia xiphioides;EN
878;;Bromeliaceae;Vriesea agostiniana;EN
878;;Bromeliaceae;Vriesea agostiniana;EN
879;*;Bromeliaceae;Vriesea altimontana;EN
880;*;Bromeliaceae;Vriesea altomacaensis;VU
881;*;Bromeliaceae;Vriesea amethystina;CR
881;*;Bromeliaceae;Vriesea amethystina;CR
882;*;Bromeliaceae;Vriesea arachnoidea;EN
882;*;Bromeliaceae;Vriesea arachnoidea;EN
883;*;Bromeliaceae;Vriesea biguassuensis;EN
884;*;Bromeliaceae;Vriesea bleherae;CR
885;*;Bromeliaceae;Vriesea botafogensis;EN
886;*;Bromeliaceae;Vriesea cacuminis;EN
887;*;Bromeliaceae;Vriesea calimaniana;CR
888;*;Bromeliaceae;Vriesea cearensis;EN
889;*;Bromeliaceae;Vriesea delicatula;VU
890;*;Bromeliaceae;Vrieseadiamantinensis;EN
891;*;Bromeliaceae;Vriesea eltoniana;EN
892;;Bromeliaceae;Vriesea fluminensis;EN
893;;Bromeliaceae;Vriesea fontourae;CR
894;;Bromeliaceae;Vriesea fradensis;CR
895;;Bromeliaceae;Vriesea garlippiana;EN
896;*;Bromeliaceae;Vriesea gracilior;VU
897;*;Bromeliaceae;Vriesea kautskyana;VU
898;*;Bromeliaceae;Vriesealeptantha;CR
899;*;Bromeliaceae;Vriesealongistaminea;CR
900;*;Bromeliaceae;Vriesea menescalii;EN
901;*;Bromeliaceae;Vriesea minarum;EN
902;;Bromeliaceae;Vriesea nubicola;CR
903;*;Bromeliaceae;Vrieseapastuchoffiana;EN
904;*;Bromeliaceae;Vrieseapenduliflora;EN
905;*;Bromeliaceae;Vrieseapinottii;EN
906;*;Bromeliaceae;Vriesea racinae;EN
907;*;Bromeliaceae;Vriesea rubyae;EN
908;;Bromeliaceae;Vriesea hieroglyphica;EN
909;*;Bromeliaceae;Vriesea saxicola;EN
910;*;Bromeliaceae;Vriesea sazimae;VU
910;*;Bromeliaceae;Vriesea sazimae;VU
911;*;Bromeliaceae;Vriesea sucrei;EN
912;;Bromeliaceae;Vrieseateresopolitana;CR
913;;Bromeliaceae;Vriesea thyrsoidea;EN
914;;Bromeliaceae;Vriesea vidalii;VU
915;;Bromeliaceae;Vriesea warmingii;EN
916;*;Bromeliaceae;Vriesea wawranea;EN
917;*;Bromeliaceae;Vriesea weberi;CR
918;;Bromeliaceae;Vriesea zildae;VU
919;*;Bromeliaceae;Wittrockia superba;EN
919;*;Bromeliaceae;Wittrockia superba;EN
919;*;Bromeliaceae;Wittrockia superba;EN
919;*;Bromeliaceae;Wittrockia superba;EN
920;*;Bruchiaceae;Pringleella subulata;EN
921;;Burseraceae;Bursera pereirae;EN
922;*;Burseraceae;Bursera simaruba;VU
923;*;Burseraceae;Dacryodesedilsonii;EN
924;*;Burseraceae;Protium bahianum;EN
924;*;Burseraceae;Protium bahianum;EN
924;*;Burseraceae;Protium bahianum;EN
924;*;Burseraceae;Protium bahianum;EN
925;;Burseraceae;Protiumbreviacuminatum;EN
926;;Burseraceae;Protium catuaba;VU
927;*;Burseraceae;Protium giganteum var. crassifolium;VU
928;;Burseraceae;Protium glaziovii;EN
929;*;Burseraceae;Protium icicariba var. talmonii;EN
930;*;Burseraceae;Protiuminodorum;EN
931;*;Burseraceae;Protiumocchionii;EN
932;*;Burseraceae;Trattinnickia ferruginea;EN
933;*;Burseraceae;Trattinnickia mensalis;EN
933;*;Burseraceae;Trattinnickia mensalis;EN
934;*;Cactaceae;Arrojadoabahiensis;EN
935;*;Cactaceae;Arrojadoa eriocaulis;EN
936;*;Cactaceae;Arthrocereus glaziovii;EN
937;*;Cactaceae;Arthrocereus melanurus subsp. melanurus;EN
938;*;Cactaceae;Arthrocereus melanurus subsp. magnus;EN
939;*;Cactaceae;Arthrocereusmelanurus subsp. odorus;EN
940;*;Cactaceae;Arthrocereus rondonianus;EN
941;*;Cactaceae;Brasilicereus markgrafii;EN
942;*;Cactaceae;Cereus mirabella;VU
943;*;Cactaceae;Cipocereus bradei;VU
944;*;Cactaceae;Cipocereus crassisepalus;EN
945;*;Cactaceae;Cipocereus laniflorus;EN
946;*;Cactaceae;Cipocereus minensis;VU
947;*;Cactaceae;Cipocereus pusilliflorus;CR
948;*;Cactaceae;Coleocephalocereus buxbaumianus subsp. flavisetus;VU
949;*;Cactaceae;Coleocephalocereus purpureus;EN
950;*;Cactaceae;Discocactus bahiensis;VU
950;*;Cactaceae;Discocactus bahiensis;VU
950;*;Cactaceae;Discocactus bahiensis;VU
950;*;Cactaceae;Discocactus bahiensis;VU
951;*;Cactaceae;Discocactus catingicola;VU
951;*;Cactaceae;Discocactus catingicola;VU
951;*;Cactaceae;Discocactus catingicola;VU
951;*;Cactaceae;Discocactus catingicola;VU
951;*;Cactaceae;Discocactus catingicola;VU
951;*;Cactaceae;Discocactus catingicola;VU
951;*;Cactaceae;Discocactus catingicola;VU
951;*;Cactaceae;Discocactus catingicola;VU
952;*;Cactaceae;Discocactus horstii;CR
953;*;Cactaceae;Discocactus pseudoinsignis;CR
954;*;Cactaceae;Discocactus zehntneri;VU
954;*;Cactaceae;Discocactus zehntneri;VU
955;*;Cactaceae;Echinopsis calochlora;CR
955;*;Cactaceae;Echinopsis calochlora;CR
956;*;Cactaceae;Echinopsis oxygona;EN
957;*;Cactaceae;Espostoopsis dybowskii;EN
958;*;Cactaceae;Facheiroa cephaliomelana;EN
959;*;Cactaceae;Facheiroacephaliomelanasubsp. estevesii;EN
960;*;Cactaceae;Facheiroa squamosa;EN
961;*;Cactaceae;Fraileabuenekeri;EN
962;*;Cactaceae;Frailea castanea;EN
963;*;Cactaceae;Frailea mammifera;CR
964;*;Cactaceae;Frailea phaeodisca;EN
965;*;Cactaceae;Frailea pumila;VU
966;*;Cactaceae;Frailea pygmaea;VU
967;*;Cactaceae;Gymnocalycium denudatum;EN
968;*;Cactaceae;Hatioraherminiae;VU
969;*;Cactaceae;Melocactusazureus;EN
970;*;Cactaceae;Melocactus conoideus;CR
971;*;Cactaceae;Melocactusdeinacanthus;CR
972;*;Cactaceae;Melocactusferreophilus;EN
973;*;Cactaceae;Melocactusglaucescens;EN
974;*;Cactaceae;Melocactuslanssensianus;EN
975;*;Cactaceae;Melocactus pachyacanthus;EN
976;*;Cactaceae;Melocactuspaucispinus;VU
977;*;Cactaceae;Melocactus violaceus;VU
978;*;Cactaceae;Melocactus violaceus subsp. ritteri;EN
979;*;Cactaceae;Micranthocereus albicephalus;EN
980;*;Cactaceae;Micranthocereus auriazureus;EN
981;*;Cactaceae;Micranthocereus dolichospermaticus;EN
982;*;Cactaceae;Micranthocereus polyanthus;EN
983;*;Cactaceae;Micranthocereus streckeri;CR
984;*;Cactaceae;Micranthocereus violaciflorus;EN
985;*;Cactaceae;Parodia concinna;EN
986;*;Cactaceae;Parodia crassigibba;EN
987;*;Cactaceae;Parodia erinacea;EN
988;*;Cactaceae;Parodia mammulosa;EN
989;*;Cactaceae;Parodia oxycostata;VU
990;*;Cactaceae;Parodia rechensis;CR
991;*;Cactaceae;Parodia scopa;EN
992;*;Cactaceae;Pereskiaaureiflora;VU
993;*;Cactaceae;Pilosocereusaurisetussubsp. aurilanatus;EN
994;*;Cactaceae;Pilosocereus azulensis;CR
995;*;Cactaceae;Pilosocereusfloccosussubsp.quadricostatus;EN
996;*;Cactaceae;Pilosocereusfulvilanatus;EN
997;*;Cactaceae;Pilosocereusglaucochrous;VU
998;*;Cactaceae;Pilosocereus magnificus;EN
999;*;Cactaceae;Pilosocereus multicostatus;EN
1000;;Cactaceae;Pilosocereus ulei;EN
1001;;Cactaceae;Rhipsalisagudoensis;EN
1002;*;Cactaceae;Rhipsalis cereoides;CR
1003;;Cactaceae;Rhipsalis flagelliformis;EN
1004;;Cactaceae;Rhipsalis mesembryanthemoides;EN
1005;;Cactaceae;Rhipsalis ormindoi;VU
