"n";"port443";"familia";"especie_subespecie_var";"categoria"
454;"*";"Asteraceae";"Lychnophora rosmarinifolia";"VU"
455;"";"Asteraceae";"Lychnophorarupestris";"EN"
456;"*";"Asteraceae";"Lychnophorasouzae";"CR"
457;"";"Asteraceae";"Lychnophorastaavioides";"EN"
458;"*";"Asteraceae";"Lychnophoravillosissima";"VU"
459;"*";"Asteraceae";"Lychnophorella leucodendron";"EN"
460;"*";"Asteraceae";"Lychnophorellaregis";"EN"
461;"*";"Asteraceae";"Lychnophorellasantosii";"EN"
462;"*";"Asteraceae";"Lychnophorellasericea";"CR"
463;"";"Asteraceae";"Macropodinabradei";"EN"
464;"";"Asteraceae";"Maschalostachys markgrafii";"EN"
465;"";"Asteraceae";"Maschalostachys mellosilvae";"EN"
466;"*";"Asteraceae";"Mikaniaadditicia";"EN"
467;"*";"Asteraceae";"Mikania alvimii";"EN"
468;"*";"Asteraceae";"Mikaniaanethifolia";"EN"
469;"*";"Asteraceae";"Mikaniaargyreiae";"VU"
470;"";"Asteraceae";"Mikania cabrerae";"EN"
471;"";"Asteraceae";"Mikania campos-portoana";"EN"
472;"*";"Asteraceae";"Mikania cipoensis";"EN"
473;"*";"Asteraceae";"Mikania clematidifolia";"VU"
474;"*";"Asteraceae";"Mikania dusenii";"CR"
475;"*";"Asteraceae";"Mikania firmula";"VU"
476;"*";"Asteraceae";"Mikania glabra";"EN"
477;"*";"Asteraceae";"Mikania glauca";"EN"
478;"*";"Asteraceae";"Mikaniahartbergii";"EN"
479;"*";"Asteraceae";"Mikaniahastato-cordata";"VU"
480;"";"Asteraceae";"Mikaniahastifolia";"EN"
481;"*";"Asteraceae";"Mikaniaitambana";"EN"
482;"*";"Asteraceae";"Mikanianeurocaula";"EN"
483;"*";"Asteraceae";"Mikaniaoreophila";"EN"
484;"*";"Asteraceae";"Mikaniapinnatiloba";"EN"
485;"*";"Asteraceae";"Mikaniapremnifolia";"EN"
486;"";"Asteraceae";"Mikaniapteropoda";"EN"
487;"*";"Asteraceae";"Mikania variifolia";"EN"
488;"";"Asteraceae";"Mikania vauthieriana";"EN"
489;"*";"Asteraceae";"Mikania viminea";"EN"
490;"*";"Asteraceae";"Mikania warmingii";"EN"
491;"*";"Asteraceae";"Minasiaalpestris";"EN"
492;"*";"Asteraceae";"Minasia pereirae";"EN"
493;"*";"Asteraceae";"Minasiascapigera";"EN"
494;"*";"Asteraceae";"Monogereion carajensis";"CR"
495;"*";"Asteraceae";"Moquiniastrumargyreum";"EN"
496;"*";"Asteraceae";"Moquiniastrum cordatum";"EN"
497;"*";"Asteraceae";"Moquiniastrum hatschbachii";"VU"
498;"*";"Asteraceae";"Moquiniastrum mollissimum";"CR"
499;"*";"Asteraceae";"Moquiniastrum ramboi";"VU"
500;"*";"Asteraceae";"Moquiniastrumsordidum";"VU"
501;"*";"Asteraceae";"Neocabreria malachophylla";"VU"
502;"*";"Asteraceae";"Noticastrumhatschbachii";"EN"
503;"*";"Asteraceae";"Noticastrum malmei";"EN"
504;"*";"Asteraceae";"Noticastrum psammophilum";"EN"
505;"";"Asteraceae";"Ophryosporus organensis";"CR"
506;"*";"Asteraceae";"Pamphaleaaraucariophila";"EN"
507;"*";"Asteraceae";"Pamphalea cardaminifolia";"EN"
508;"*";"Asteraceae";"Pamphalea maxima";"CR"
509;"*";"Asteraceae";"Pamphalea ramboi";"CR"
510;"*";"Asteraceae";"Pamphalea smithii";"EN"
511;"*";"Asteraceae";"Paralychnophoraatkinsiae";"CR"
512;"*";"Asteraceae";"Paralychnophorabicolor";"VU"
513;"*";"Asteraceae";"Paralychnophoraharleyi";"VU"
514;"*";"Asteraceae";"Paralychnophora patriciana";"EN"
515;"*";"Asteraceae";"Perezia eryngioides";"EN"
516;"*";"Asteraceae";"Perezia multiflora";"EN"
517;"*";"Asteraceae";"Picrosia cabreriana";"CR"
518;"";"Asteraceae";"Piptocarpha longipedunculata";"EN"
519;"*";"Asteraceae";"Piptocarpha robusta";"EN"
613;"*";"Begoniaceae";"Begoniaorganensis";"EN"
614;"*";"Begoniaceae";"Begoniaparanaensis";"EN"
615;"*";"Begoniaceae";"Begoniapaulensis";"EN"
616;"*";"Begoniaceae";"Begoniaperdusenii";"EN"
617;"*";"Begoniaceae";"Begoniapiresiana";"CR"
618;"*";"Begoniaceae";"Begonia pluvialis";"EN"
619;"*";"Begoniaceae";"Begoniapolygonifolia";"EN"
620;"";"Begoniaceae";"Begonia ramentacea";"VU"
621;"";"Begoniaceae";"Begonia rubropilosa";"CR"
622;"*";"Begoniaceae";"Begonia ruschii";"CR"
623;"*";"Begoniaceae";"Begoniasalesopolensis";"CR"
624;"";"Begoniaceae";"Begoniasanguinea";"VU"
625;"*";"Begoniaceae";"Begoniasantoslimae";"EN"
626;"*";"Begoniaceae";"Begonia scharffii";"CR"
627;"";"Begoniaceae";"Begoniasemidigitata";"EN"
628;"*";"Begoniaceae";"Begoniastenolepis";"EN"
629;"*";"Begoniaceae";"Begoniasylvatica";"EN"
630;"";"Begoniaceae";"Begoniasylvestris";"EN"
631;"*";"Begoniaceae";"Begonia toledoana";"EN"
632;"";"Begoniaceae";"Begonia tomentosa";"VU"
633;"*";"Begoniaceae";"Begonia undulata";"EN"
634;"*";"Begoniaceae";"Begonia venosa";"CR"
635;"*";"Begoniaceae";"Begonia vicina";"EN"
636;"*";"Berberidaceae";"Berberis campos-portoi";"CR"
637;"*";"Bignoniaceae";"Adenocalymmadichilum";"EN"
638;"*";"Bignoniaceae";"Adenocalymma ubatubense";"CR"
639;"*";"Bignoniaceae";"Anemopaegmaarvense";"EN"
640;"*";"Bignoniaceae";"Anemopaegma mirabile";"CR"
641;"";"Bignoniaceae";"Bignonia costata";"VU"
642;"*";"Bignoniaceae";"Fridericia crassa";"VU"
643;"";"Bignoniaceae";"Fridericiaelegans";"EN"
644;"*";"Bignoniaceae";"Handroanthusarianeae";"EN"
645;"";"Bignoniaceae";"Handroanthus botelhensis";"EN"
646;"";"Bignoniaceae";"Handroanthuscristatus";"EN"
647;"";"Bignoniaceae";"Handroanthus grandiflorus";"CR"
648;"*";"Bignoniaceae";"Handroanthus riodocensis";"EN"
649;"*";"Bignoniaceae";"Handroanthus spongiosus";"EN"
650;"*";"Bignoniaceae";"Jacaranda crassifolia";"EN"
651;"*";"Bignoniaceae";"Jacaranda egleri";"CR"
652;"*";"Bignoniaceae";"Jacarandagrandifoliolata";"EN"
653;"*";"Bignoniaceae";"Jacaranda microcalyx";"EN"
654;"*";"Bignoniaceae";"Jacaranda rugosa";"EN"
655;"*";"Bignoniaceae";"Paratecoma peroba";"EN"
656;"*";"Bignoniaceae";"Pleonotomabracteata";"VU"
657;"*";"Bignoniaceae";"Sparattosperma catingae";"EN"
658;"*";"Bignoniaceae";"Tabebuiacassinoides";"VU"
659;"";"Bignoniaceae";"Tabebuianodosa";"EN"
660;"*";"Blechnaceae";"Austroblechnumandinum";"CR"
661;"*";"Blechnaceae";"Austroblechnum squamipes";"EN"
662;"*";"Blechnaceae";"Blechnumheringeri";"VU"
663;"*";"Blechnaceae";"Cranfilliacaudata";"VU"
664;"";"Boraginaceae";"Cordiablanchetii";"EN"
665;"";"Boraginaceae";"Cordia candida";"EN"
666;"";"Boraginaceae";"Cordia fusca";"EN"
667;"";"Boraginaceae";"Cordiagardneri";"EN"
668;"";"Boraginaceae";"Cordiahatschbachii";"VU"
669;"";"Boraginaceae";"Cordialatiloba";"EN"
670;"";"Boraginaceae";"Cordiaochnacea";"EN"
671;"";"Boraginaceae";"Cordia restingae";"EN"
672;"";"Boraginaceae";"Cordia ulei";"EN"
673;"*";"Bromeliaceae";"Aechmeaalopecurus";"EN"
674;"*";"Bromeliaceae";"Aechmeaamicorum";"EN"
675;"*";"Bromeliaceae";"Aechmeaapocalyptica";"VU"
676;"*";"Bromeliaceae";"Aechmea azurea";"VU"
677;"*";"Bromeliaceae";"Aechmeabambusoides";"VU"
678;"";"Bromeliaceae";"Aechmea caesia";"EN"
679;"*";"Bromeliaceae";"Aechmea cariocae";"EN"
680;"*";"Bromeliaceae";"Aechmea castanea";"EN"
681;"*";"Bromeliaceae";"Aechmea echinata";"EN"
682;"";"Bromeliaceae";"Aechmea fasciata";"VU"
683;"*";"Bromeliaceae";"Aechmeafosteriana";"EN"
684;"*";"Bromeliaceae";"Aechmea kertesziae";"EN"
685;"*";"Bromeliaceae";"Aechmea kleinii";"EN"
686;"*";"Bromeliaceae";"Aechmea macrochlamys";"EN"
687;"*";"Bromeliaceae";"Aechmea marginalis";"CR"
688;"*";"Bromeliaceae";"Aechmea muricata";"EN"
689;"*";"Bromeliaceae";"Aechmea mutica";"EN"
690;"*";"Bromeliaceae";"Aechmeaorlandiana";"CR"
691;"*";"Bromeliaceae";"Aechmeasphaerocephala";"EN"
692;"*";"Bromeliaceae";"Aechmea triangularis";"EN"
693;"*";"Bromeliaceae";"Aechmea vanhoutteana";"VU"
694;"*";"Bromeliaceae";"Aechmea werdermannii";"EN"
695;"*";"Bromeliaceae";"Aechmea winkleri";"CR"
696;"*";"Bromeliaceae";"Alcantareabenzingii";"CR"
697;"*";"Bromeliaceae";"Alcantareaduarteana";"EN"
698;"*";"Bromeliaceae";"Alcantarea farneyi";"CR"
699;"*";"Bromeliaceae";"Alcantareageniculata";"EN"
700;"*";"Bromeliaceae";"Alcantareaglaziouana";"EN"
701;"";"Bromeliaceae";"Alcantareaheloisae";"EN"
702;"*";"Bromeliaceae";"Alcantareaimperialis";"VU"
703;"";"Bromeliaceae";"Alcantarea martinellii";"VU"
704;"*";"Bromeliaceae";"Alcantareanahoumii";"VU"
705;"*";"Bromeliaceae";"Alcantareanevaresii";"VU"
706;"";"Bromeliaceae";"Alcantarea tortuosa";"VU"
707;"*";"Bromeliaceae";"Alcantarea vinicolor";"EN"
708;"*";"Bromeliaceae";"Araeococcus montanus";"EN"
709;"*";"Bromeliaceae";"Billbergiabrasiliensis";"EN"
710;"*";"Bromeliaceae";"Bromelia braunii";"CR"
711;"*";"Bromeliaceae";"Canistropsisalbiflora";"VU"
712;"*";"Bromeliaceae";"Canistropsiselata";"CR"
713;"";"Bromeliaceae";"Canistropsismarceloi";"VU"
714;"";"Bromeliaceae";"Canistropsispulcherrima";"EN"
715;"*";"Bromeliaceae";"Canistrumalagoanum";"EN"
716;"*";"Bromeliaceae";"Canistrumaurantiacum";"EN"
717;"*";"Bromeliaceae";"Canistrumcamacaense";"EN"
718;"*";"Bromeliaceae";"Canistrumfosterianum";"CR"
719;"*";"Bromeliaceae";"Canistrumguzmanioides";"EN"
720;"*";"Bromeliaceae";"Canistrummontanum";"EN"
721;"*";"Bromeliaceae";"Canistrumpickelii";"VU"
722;"*";"Bromeliaceae";"Canistrumtriangulare";"EN"
723;"";"Bromeliaceae";"Cryptanthus bromelioides";"EN"
724;"*";"Bromeliaceae";"Cryptanthuscapitatus";"EN"
725;"*";"Bromeliaceae";"Cryptanthuscoriaceus";"EN"
726;"*";"Bromeliaceae";"Cryptanthusdorothyae";"EN"
727;"*";"Bromeliaceae";"Cryptanthusmaritimus";"EN"
728;"*";"Bromeliaceae";"Cryptanthusminarum";"EN"
729;"";"Bromeliaceae";"Cryptanthussinuosus";"EN"
730;"*";"Bromeliaceae";"Cryptanthuszonatus";"VU"
731;"*";"Bromeliaceae";"Deuterocohniameziana";"VU"
732;"*";"Bromeliaceae";"Dyckiaagudensis";"CR"
733;"*";"Bromeliaceae";"Dyckiadelicata";"CR"
734;"*";"Bromeliaceae";"Dyckiadistachya";"CR"
735;"*";"Bromeliaceae";"Dyckiafosteriana";"EN"
736;"*";"Bromeliaceae";"Dyckiahatschbachii";"CR"
737;"*";"Bromeliaceae";"Dyckiaibiramensis";"EN"
738;"*";"Bromeliaceae";"Dyckia maritima";"EN"
739;"";"Bromeliaceae";"Dyckia martinellii";"CR"
740;"*";"Bromeliaceae";"Dyckia monticola";"CR"
741;"*";"Bromeliaceae";"Dyckia rariflora";"EN"
742;"*";"Bromeliaceae";"Dyckia reitzii";"EN"
743;"*";"Bromeliaceae";"Dyckia remotiflora";"EN"
744;"*";"Bromeliaceae";"Dyckia ursina";"CR"
745;"*";"Bromeliaceae";"Eduandreaselloana";"EN"
746;"*";"Bromeliaceae";"Encholiriumbiflorum";"CR"
747;"*";"Bromeliaceae";"Encholiriumdisjunctum";"CR"
748;"*";"Bromeliaceae";"Encholiriumgracile";"EN"
749;"*";"Bromeliaceae";"Encholiriumheloisae";"EN"
750;"*";"Bromeliaceae";"Encholiriumhorridum";"EN"
751;"*";"Bromeliaceae";"Encholiriumirwinii";"CR"
752;"";"Bromeliaceae";"Encholiriumkranzianum";"CR"
753;"*";"Bromeliaceae";"Encholiriumlongiflorum";"CR"
754;"*";"Bromeliaceae";"Encholiriumluxor";"EN"
755;"*";"Bromeliaceae";"Encholirium pedicellatum";"CR"
756;"*";"Bromeliaceae";"Encholiriumscrutor";"EN"
757;"";"Bromeliaceae";"Encholiriumsplendidum";"EN"
758;"*";"Bromeliaceae";"Encholiriumvogelii";"CR"
759;"*";"Bromeliaceae";"Fernseeabocainensis";"CR"
760;"*";"Bromeliaceae";"Fernseeaitatiaiae";"EN"
761;"*";"Bromeliaceae";"Guzmania monostachia";"VU"
762;"*";"Bromeliaceae";"Guzmaniasanguinea";"EN"
763;"*";"Bromeliaceae";"Hohenbergia castellanosii";"EN"
764;"*";"Bromeliaceae";"Hohenbergia correia-araujoi";"CR"
765;"*";"Bromeliaceae";"Hohenbergialittoralis";"EN"
766;"*";"Bromeliaceae";"Hoplocryptanthus caracensis";"CR"
767;"*";"Bromeliaceae";"Hoplocryptanthus glaziovii";"CR"
768;"*";"Bromeliaceae";"Karawatadepressa";"EN"
769;"*";"Bromeliaceae";"Karawatagustavoi";"CR"
770;"*";"Bromeliaceae";"Lapanthusduartei";"EN"
771;"*";"Bromeliaceae";"Lymaniaalvimii";"EN"
772;"*";"Bromeliaceae";"Lymaniaazurea";"EN"
773;"*";"Bromeliaceae";"Lymaniabrachycaulis";"EN"
774;"*";"Bromeliaceae";"Lymania corallina";"EN"
775;"*";"Bromeliaceae";"Lymaniaglobosa";"EN"
776;"*";"Bromeliaceae";"Lymaniaspiculata";"CR"
777;"";"Bromeliaceae";"Neoregeliaabendrothae";"EN"
778;"*";"Bromeliaceae";"Neoregelia angustibracteolata";"CR"
779;"";"Bromeliaceae";"Neoregeliabragarum";"EN"
780;"*";"Bromeliaceae";"Neoregelia brownii";"CR"
781;"";"Bromeliaceae";"Neoregelia coimbrae";"EN"
782;"";"Bromeliaceae";"Neoregelia coriacea";"EN"
783;"";"Bromeliaceae";"Neoregelia eltoniana";"EN"
784;"";"Bromeliaceae";"Neoregeliafosteriana";"CR"
785;"*";"Bromeliaceae";"Neoregeliahoehneana";"EN"
786;"";"Bromeliaceae";"Neoregeliaindecora";"EN"
787;"*";"Bromeliaceae";"Neoregeliainexspectata";"EN"
788;"";"Bromeliaceae";"Neoregelia lactea";"CR"
789;"*";"Bromeliaceae";"Neoregelia leprosa";"VU"
790;"";"Bromeliaceae";"Neoregelialeucophoea";"EN"
791;"";"Bromeliaceae";"Neoregelia longipedicellata";"CR"
792;"";"Bromeliaceae";"Neoregelia macahensis";"EN"
793;"*";"Bromeliaceae";"Neoregelia menescalii";"EN"
794;"*";"Bromeliaceae";"Neoregeliaoligantha";"VU"
795;"*";"Bromeliaceae";"Neoregeliapaulistana";"EN"
796;"*";"Bromeliaceae";"Neoregeliapernambucana";"EN"
797;"";"Bromeliaceae";"Neoregeliapetropolitana";"EN"
798;"";"Bromeliaceae";"Neoregelia roethii";"CR"
799;"*";"Bromeliaceae";"Neoregelia ruschii";"EN"
800;"*";"Bromeliaceae";"Neoregeliasanguinea";"EN"
801;"";"Bromeliaceae";"Neoregeliasapiatibensis";"EN"
802;"";"Bromeliaceae";"Neoregelia tenebrosa";"EN"
803;"";"Bromeliaceae";"Nidulariumaltimontanum";"CR"
804;"";"Bromeliaceae";"Nidulariumangustifolium";"EN"
805;"";"Bromeliaceae";"Nidulariumapiculatum";"VU"
806;"*";"Bromeliaceae";"Nidulariumatalaiaense";"EN"
807;"*";"Bromeliaceae";"Nidulariumazureum";"EN"
808;"*";"Bromeliaceae";"Nidulariumbocainense";"EN"
809;"*";"Bromeliaceae";"Nidularium corallinum";"EN"
810;"*";"Bromeliaceae";"Nidulariumferrugineum";"CR"
811;"";"Bromeliaceae";"Nidulariumfradense";"EN"
812;"";"Bromeliaceae";"Nidularium fulgens";"VU"
813;"*";"Bromeliaceae";"Nidulariumitatiaiae";"EN"
814;"*";"Bromeliaceae";"Nidulariumjonesianum";"EN"
815;"*";"Bromeliaceae";"Nidularium kautskyanum";"EN"
816;"*";"Bromeliaceae";"Nidularium mangaratibense";"CR"
817;"*";"Bromeliaceae";"Nidularium minutum";"VU"
818;"*";"Bromeliaceae";"Nidularium rosulatum";"VU"
819;"*";"Bromeliaceae";"Nidulariumserratum";"VU"
820;"*";"Bromeliaceae";"Nidulariumutriculosum";"CR"
821;"";"Bromeliaceae";"Nidularium viridipetalum";"EN"
822;"*";"Bromeliaceae";"Orthophytumduartei";"EN"
823;"*";"Bromeliaceae";"Orthophytumfoliosum";"VU"
824;"*";"Bromeliaceae";"Orthophytum fosterianum";"EN"
825;"*";"Bromeliaceae";"Orthophytum grossiorum";"EN"
826;"*";"Bromeliaceae";"Orthophytum magalhaesii";"EN"
827;"*";"Bromeliaceae";"Orthophytumzanonii";"CR"
828;"*";"Bromeliaceae";"Pitcairnia albiflos";"VU"
829;"*";"Bromeliaceae";"Pitcairnia bradei";"CR"
830;"*";"Bromeliaceae";"Pitcairniaburlemarxii";"CR"
831;"";"Bromeliaceae";"Pitcairnia corcovadensis";"VU"
832;"*";"Bromeliaceae";"Pitcairnia decidua";"EN"
833;"*";"Bromeliaceae";"Pitcairnia encholirioides";"EN"
834;"*";"Bromeliaceae";"Pitcairniaglaziovii";"EN"
835;"";"Bromeliaceae";"Pitcairniainsularis";"CR"
836;"*";"Bromeliaceae";"Pitcairnia limae";"CR"
837;"";"Bromeliaceae";"Pitcairniastaminea";"EN"
838;"";"Bromeliaceae";"Pitcairniasuaveolens";"EN"
839;"";"Bromeliaceae";"Pitcairnia wendtiae";"CR"
840;"*";"Bromeliaceae";"Porteaalatisepala";"VU"
841;"*";"Bromeliaceae";"Porteafosteriana";"EN"
842;"*";"Bromeliaceae";"Porteagrandiflora";"VU"
843;"*";"Bromeliaceae";"Portea kermesina";"EN"
844;"*";"Bromeliaceae";"Portea nana";"EN"
845;"*";"Bromeliaceae";"Quesneliakautskyi";"VU"
846;"";"Bromeliaceae";"Quesnelialateralis";"VU"
847;"*";"Bromeliaceae";"Quesneliaseideliana";"EN"
848;"*";"Bromeliaceae";"Rokautskyia caulescens";"EN"
849;"*";"Bromeliaceae";"Rokautskyia exaltata";"EN"
850;"*";"Bromeliaceae";"Rokautskyiafernseeoides";"CR"
851;"*";"Bromeliaceae";"Rokautskyiaodoratissima";"EN"
852;"*";"Bromeliaceae";"Rokautskyia pseudoscaposa";"EN"
853;"*";"Bromeliaceae";"Rokautskyia robertokautskyi";"CR"
854;"*";"Bromeliaceae";"Rokautskyiascaposa";"EN"
855;"*";"Bromeliaceae";"Rokautskyia whitmanii";"CR"
856;"*";"Bromeliaceae";"Sincoraeaamoena";"EN"
857;"*";"Bromeliaceae";"Sincoraeahumilis";"CR"
858;"*";"Bromeliaceae";"Stigmatodonamadoi";"CR"
859;"*";"Bromeliaceae";"Stigmatodon brassicoides";"EN"
860;"*";"Bromeliaceae";"Stigmatodoncostae";"CR"
861;"*";"Bromeliaceae";"Stigmatodonfunebris";"EN"
862;"";"Bromeliaceae";"Stigmatodongoniorachis";"EN"
863;"*";"Bromeliaceae";"Stigmatodon harrylutheri";"CR"
864;"*";"Bromeliaceae";"Tillandsiaafonsoana";"CR"
865;"*";"Bromeliaceae";"Tillandsiaaraujei";"EN"
866;"*";"Bromeliaceae";"Tillandsiabrachyphylla";"EN"
867;"";"Bromeliaceae";"Tillandsiacarminea";"EN"
868;"*";"Bromeliaceae";"Tillandsiacrocata";"EN"
869;"*";"Bromeliaceae";"Tillandsiagrazielae";"EN"
870;"*";"Bromeliaceae";"Tillandsiaheubergeri";"VU"
871;"*";"Bromeliaceae";"Tillandsiajonesii";"CR"
872;"*";"Bromeliaceae";"Tillandsiakautskyi";"VU"
873;"*";"Bromeliaceae";"Tillandsianeglecta";"CR"
874;"*";"Bromeliaceae";"Tillandsiareclinata";"CR"
875;"";"Bromeliaceae";"Tillandsiaroseiflora";"EN"
876;"*";"Bromeliaceae";"Tillandsiasucrei";"CR"
877;"*";"Bromeliaceae";"Tillandsiaxiphioides";"EN"
878;"";"Bromeliaceae";"Vrieseaagostiniana";"EN"
879;"*";"Bromeliaceae";"Vrieseaaltimontana";"EN"
880;"*";"Bromeliaceae";"Vrieseaaltomacaensis";"VU"
881;"*";"Bromeliaceae";"Vrieseaamethystina";"CR"
882;"*";"Bromeliaceae";"Vrieseaarachnoidea";"EN"
883;"*";"Bromeliaceae";"Vrieseabiguassuensis";"EN"
884;"*";"Bromeliaceae";"Vrieseableherae";"CR"
885;"*";"Bromeliaceae";"Vrieseabotafogensis";"EN"
886;"*";"Bromeliaceae";"Vriesea cacuminis";"EN"
887;"*";"Bromeliaceae";"Vriesea calimaniana";"CR"
888;"*";"Bromeliaceae";"Vriesea cearensis";"EN"
889;"*";"Bromeliaceae";"Vrieseadelicatula";"VU"
890;"*";"Bromeliaceae";"Vrieseadiamantinensis";"EN"
891;"*";"Bromeliaceae";"Vriesea eltoniana";"EN"
892;"";"Bromeliaceae";"Vrieseafluminensis";"EN"
893;"";"Bromeliaceae";"Vrieseafontourae";"CR"
894;"";"Bromeliaceae";"Vrieseafradensis";"CR"
895;"";"Bromeliaceae";"Vrieseagarlippiana";"EN"
896;"*";"Bromeliaceae";"Vrieseagracilior";"VU"
897;"*";"Bromeliaceae";"Vriesea kautskyana";"VU"
898;"*";"Bromeliaceae";"Vriesealeptantha";"CR"
899;"*";"Bromeliaceae";"Vriesealongistaminea";"CR"
900;"*";"Bromeliaceae";"Vriesea menescalii";"EN"
901;"*";"Bromeliaceae";"Vriesea minarum";"EN"
902;"";"Bromeliaceae";"Vrieseanubicola";"CR"
903;"*";"Bromeliaceae";"Vrieseapastuchoffiana";"EN"
904;"*";"Bromeliaceae";"Vrieseapenduliflora";"EN"
905;"*";"Bromeliaceae";"Vrieseapinottii";"EN"
906;"*";"Bromeliaceae";"Vriesea racinae";"EN"
907;"*";"Bromeliaceae";"Vriesea rubyae";"EN"
908;"";"Bromeliaceae";"Vrieseasaundersii";"EN"
909;"*";"Bromeliaceae";"Vrieseasaxicola";"EN"
910;"*";"Bromeliaceae";"Vrieseasazimae";"VU"
911;"*";"Bromeliaceae";"Vrieseasucrei";"EN"
912;"";"Bromeliaceae";"Vrieseateresopolitana";"CR"
913;"";"Bromeliaceae";"Vriesea thyrsoidea";"EN"
914;"";"Bromeliaceae";"Vriesea vidalii";"VU"
915;"";"Bromeliaceae";"Vriesea warmingii";"EN"
916;"*";"Bromeliaceae";"Vriesea wawranea";"EN"
917;"*";"Bromeliaceae";"Vriesea weberi";"CR"
918;"";"Bromeliaceae";"Vriesea zildae";"VU"
919;"*";"Bromeliaceae";"Wittrockiasuperba";"EN"
920;"*";"Bruchiaceae";"Pringleellasubulata";"EN"
921;"";"Burseraceae";"Bursera pereirae";"EN"
922;"*";"Burseraceae";"Bursera simaruba";"VU"
923;"*";"Burseraceae";"Dacryodesedilsonii";"EN"
924;"*";"Burseraceae";"Protiumbahianum";"EN"
925;"";"Burseraceae";"Protiumbreviacuminatum";"EN"
926;"";"Burseraceae";"Protium catuaba";"VU"
927;"*";"Burseraceae";"Protium giganteum var. crassifolium";"VU"
928;"";"Burseraceae";"Protium glaziovii";"EN"
929;"*";"Burseraceae";"Protium icicariba var. talmonii";"EN"
930;"*";"Burseraceae";"Protiuminodorum";"EN"
931;"*";"Burseraceae";"Protiumocchionii";"EN"
932;"*";"Burseraceae";"Trattinnickiaferruginea";"EN"
933;"*";"Burseraceae";"Trattinnickiamensalis";"EN"
934;"*";"Cactaceae";"Arrojadoabahiensis";"EN"
935;"*";"Cactaceae";"Arrojadoa eriocaulis";"EN"
936;"*";"Cactaceae";"Arthrocereusglaziovii";"EN"
937;"*";"Cactaceae";"Arthrocereus melanurus subsp. melanurus";"EN"
938;"*";"Cactaceae";"Arthrocereus melanurus subsp. magnus";"EN"
939;"*";"Cactaceae";"Arthrocereusmelanurus subsp. odorus";"EN"
940;"*";"Cactaceae";"Arthrocereus rondonianus";"EN"
941;"*";"Cactaceae";"Brasilicereus markgrafii";"EN"
942;"*";"Cactaceae";"Cereus mirabella";"VU"
943;"*";"Cactaceae";"Cipocereusbradei";"VU"
944;"*";"Cactaceae";"Cipocereuscrassisepalus";"EN"
945;"*";"Cactaceae";"Cipocereuslaniflorus";"EN"
946;"*";"Cactaceae";"Cipocereusminensis";"VU"
947;"*";"Cactaceae";"Cipocereuspusilliflorus";"CR"
948;"*";"Cactaceae";"Coleocephalocereus buxbaumianus subsp. flavisetus";"VU"
949;"*";"Cactaceae";"Coleocephalocereus purpureus";"EN"
950;"*";"Cactaceae";"Discocactusbahiensis";"VU"
951;"*";"Cactaceae";"Discocactuscatingicola";"VU"
952;"*";"Cactaceae";"Discocactushorstii";"CR"
953;"*";"Cactaceae";"Discocactus pseudoinsignis";"CR"
954;"*";"Cactaceae";"Discocactuszehntneri";"VU"
955;"*";"Cactaceae";"Echinopsiscalochlora";"CR"
956;"*";"Cactaceae";"Echinopsisoxygona";"EN"
957;"*";"Cactaceae";"Espostoopsisdybowskii";"EN"
958;"*";"Cactaceae";"Facheiroa cephaliomelana";"EN"
959;"*";"Cactaceae";"Facheiroacephaliomelanasubsp. estevesii";"EN"
960;"*";"Cactaceae";"Facheiroaulei";"EN"
961;"*";"Cactaceae";"Fraileabuenekeri";"EN"
962;"*";"Cactaceae";"Frailea castanea";"EN"
963;"*";"Cactaceae";"Frailea mammifera";"CR"
964;"*";"Cactaceae";"Fraileaphaeodisca";"EN"
965;"*";"Cactaceae";"Fraileapumila";"VU"
966;"*";"Cactaceae";"Fraileapygmaea";"VU"
967;"*";"Cactaceae";"Gymnocalycium denudatum";"EN"
968;"*";"Cactaceae";"Hatioraherminiae";"VU"
969;"*";"Cactaceae";"Melocactusazureus";"EN"
970;"*";"Cactaceae";"Melocactus conoideus";"CR"
971;"*";"Cactaceae";"Melocactusdeinacanthus";"CR"
972;"*";"Cactaceae";"Melocactusferreophilus";"EN"
973;"*";"Cactaceae";"Melocactusglaucescens";"EN"
974;"*";"Cactaceae";"Melocactuslanssensianus";"EN"
975;"*";"Cactaceae";"Melocactus pachyacanthus";"EN"
976;"*";"Cactaceae";"Melocactuspaucispinus";"VU"
977;"*";"Cactaceae";"Melocactus violaceus";"VU"
978;"*";"Cactaceae";"Melocactus violaceus subsp. ritteri";"EN"
979;"*";"Cactaceae";"Micranthocereus albicephalus";"EN"
980;"*";"Cactaceae";"Micranthocereus auriazureus";"EN"
981;"*";"Cactaceae";"Micranthocereus dolichospermaticus";"EN"
982;"*";"Cactaceae";"Micranthocereus polyanthus";"EN"
983;"*";"Cactaceae";"Micranthocereusstreckeri";"CR"
984;"*";"Cactaceae";"Micranthocereus violaciflorus";"EN"
985;"*";"Cactaceae";"Parodia concinna";"EN"
986;"*";"Cactaceae";"Parodia crassigibba";"EN"
987;"*";"Cactaceae";"Parodia erinacea";"EN"
988;"*";"Cactaceae";"Parodia mammulosa";"EN"
989;"*";"Cactaceae";"Parodiaoxycostata";"VU"
990;"*";"Cactaceae";"Parodia rechensis";"CR"
